feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.f__Isosphaeraceae	Treatment	 	-0.0129310060114822	0.00487769934623959	49	41	0.010968575707053	0.0326818786373417
X.g__Dyadobacter	Treatment	 	0.00552645953504775	0.00208376874735483	49	6	0.010937715755664	0.0326818786373417
X.f__Caulobacteraceae	Time_Point	Summer	0.0236292231840524	0.00892798233202854	49	47	0.0110927576781526	0.0328841141321883
X.g__Actinospica	Treatment	 	-0.00890433484717948	0.00337813234365006	49	17	0.0114023617706724	0.0334622074074004
X.g__C0119	Treatment	 	0.00479865820896144	0.00182020279363874	49	6	0.0113890810420732	0.0334622074074004
X.g__Dongia	Time_Point	Summer	0.0190183943913369	0.00725513589799715	49	18	0.0118317608959376	0.0343768575284953
X.f__Hyphomicrobiaceae	Treatment	 	0.0057174498852087	0.00217988550249351	49	6	0.0117881390257623	0.0343768575284953
X.f__Holosporaceae	Treatment	 	-0.00656644758833852	0.00251359992781084	49	9	0.012105643012284	0.0346553701920288
X.g__Abditibacterium	Time_Point	Summer	0.0143514317593224	0.00549040476842725	49	40	0.0120582713443993	0.0346553701920288
X.g__Pla4_lineage	Treatment	 	0.00487498834389009	0.00186455039933187	49	6	0.0120382627837976	0.0346553701920288
X.g__Ferruginibacter	Time_Point	Summer	0.0325681261689598	0.0125105045650072	49	42	0.012388563241662	0.0352922972347833
X.f__Pedosphaeraceae	Time_Point	Summer	-0.0251182324586842	0.00965689849337651	49	49	0.0124577013725818	0.0353169786484844
X.g__Aquisphaera	Treatment	 	-0.0169712000525136	0.00656911012495777	49	46	0.0130240098435813	0.0367440664186062
X.g__Hirschia	Time_Point	Summer	0.0254841168144606	0.00991232137285981	49	21	0.0134419345455834	0.03756023815608
X.g__NS9_marine_group	Treatment	 	0.00516223006287186	0.00200659851680238	49	6	0.0133854152537206	0.03756023815608
X.g__Granulicella	Treatment	 	-0.0559822161146348	0.0218603298812999	49	49	0.0137858579191814	0.0383378144038188
X.g__Roseococcus	Treatment	 	0.00581067709731451	0.00227945523214882	49	6	0.0141982622719903	0.0392925940311419
X.g__SM1A02	Time_Point	Summer	0.0113987248453037	0.00447480149886323	49	13	0.0142637498880172	0.0392925940311419
X.g__Rhodovastum	Time_Point	Summer	0.012275751705735	0.00485003821392191	49	17	0.01485499478012	0.0407291875661506
X.g__SH.PL14	Treatment	 	0.00816680555838924	0.00324004254171205	49	7	0.0152478983456554	0.041419477481643
X.f__Xanthomonadaceae	Treatment	 	-0.0140016914422154	0.0055549765024145	49	32	0.015248609004372	0.041419477481643
X.g__Hyphomicrobium	Time_Point	Summer	0.0132749384258512	0.0053075917508172	49	12	0.0160029669724234	0.042860405705114
X.g__SBR1031	Treatment	 	0.00577950614665481	0.00230800550334211	49	6	0.0158848029121812	0.042860405705114
X.g__Prosthecobacter	Treatment	 	0.00515609250845929	0.00206516395599441	49	6	0.0161792574834645	0.042860405705114
X.f__Gimesiaceae	Treatment	 	-0.0148738834988207	0.00595727325187268	49	42	0.0161767963669778	0.042860405705114
X.g__Occallatibacter	Time_Point	Summer	-0.0505662661854187	0.0202613821183479	49	48	0.0162194343507366	0.042860405705114
X.f__Saprospiraceae	Time_Point	Summer	0.0256888008441987	0.0102778304309165	49	11	0.0160698934081632	0.042860405705114
X.g__Iamia	Time_Point	Summer	0.0100567224244848	0.00404943121793385	49	8	0.0167161605759748	0.043801608006981
X.g__SC.I.84	Time_Point	Summer	0.00678201902112435	0.00273109390312805	49	9	0.0167256140163643	0.043801608006981
X.g__Nocardioides	Treatment	 	0.00666022112131302	0.00268547446252208	49	6	0.0168569142330267	0.0439483835361053
X.g__Aquicella	Time_Point	Summer	-0.0136511872058516	0.0055117654172991	49	43	0.0169969006187864	0.0441163998283167
X.g__Rhodoplanes	Time_Point	Summer	0.0170096307740015	0.00693238130053399	49	12	0.0179890577223384	0.046484998716131
X.g__Nannocystis	Time_Point	Summer	0.00694862055244068	0.0028349732494907	49	7	0.018104607560538	0.0465774925786529
X.f__Rhizobiaceae	Time_Point	Summer	0.00841252559577151	0.00344149262544349	49	11	0.018399179738227	0.0471277235400201
X.c__Acidimicrobiia	Treatment	 	-0.0240523142308983	0.00989012512538403	49	48	0.0189689132776891	0.048374870542229
X.o__Polyangiales	Treatment	 	0.0063506056986606	0.00264186972284122	49	6	0.0203106078594709	0.0515712825649174
X.g__Variovorax	Time_Point	Summer	0.00826394318151077	0.00344910713589855	49	12	0.0207007944228302	0.0520013045746451
X.g__WC3.116	Treatment	 	0.00383200311455933	0.00159939139576843	49	5	0.0207034283164526	0.0520013045746451
X.g__Chthonomonas	Treatment	 	-0.0141367784815207	0.00591160253363582	49	45	0.0209323713917144	0.0520013045746451
X.g__Chthonomonadales	Treatment	 	0.0141685006454873	0.00591913259797479	49	9	0.0208155467190693	0.0520013045746451
X.g__Roseimicrobium	Treatment	 	0.00385090634645001	0.00160994577588855	49	5	0.0209027503495944	0.0520013045746451
X.g__Pir4_lineage	Treatment	 	0.0100429504545882	0.00420251987175318	49	7	0.0210142258212607	0.0520013045746451
X.g__Blfdi19	Treatment	 	0.00700415289485188	0.00293609233280482	49	6	0.0212287153256363	0.0520596805144091
X.f__Chthoniobacteraceae	Treatment	 	-0.00740095982449501	0.00310437344740119	49	12	0.0213052459639448	0.0520596805144091
X.g__Tahibacter	Treatment	 	0.0112386870465781	0.0047123546781086	49	6	0.0212591832437958	0.0520596805144091
X.g__Group_1.1c	Treatment	 	-0.0124476607615846	0.005230498295627	49	32	0.0215229547470111	0.0523725232177271
X.g__CCD24	Time_Point	Summer	0.0123640019328104	0.00522795914623723	49	14	0.0223048780869522	0.0540499950322825
X.f__Gemmataceae	Treatment	 	-0.0162454754017512	0.0068968640562118	49	48	0.0228179391835879	0.0550647788562617
X.g__PB19	Treatment	 	0.0044703151806268	0.00191503251910929	49	5	0.0240002108752663	0.0576795191405576
X.f__Magnetospiraceae	Treatment	 	0.00482767800752103	0.00207514657676838	49	5	0.0244555790915471	0.0585330253666538
X.o__Zavarziniales	Treatment	 	0.00433524999973046	0.001866042677844	49	5	0.02464193215946	0.0587383199229576
X.f__Blastocatellaceae	Treatment	 	0.0208122966305026	0.00897345575131983	49	10	0.024871919473383	0.0590455324083564
X.g__Sphingomonas	Time_Point	Summer	0.0116387420047725	0.00503789010143081	49	14	0.0254126550876824	0.0598427039161552
X.g__SWB02	Time_Point	Summer	0.0154014736852514	0.00666617886800823	49	10	0.0254037087977165	0.0598427039161552
X.g__Candidatus_Obscuribacter	Treatment	 	-0.00730865147862117	0.00316848231140058	49	20	0.0256281212558892	0.0601077221423265
X.g__Sporocytophaga	Treatment	 	-0.00744769673341009	0.00323139035713928	49	18	0.0257420585159522	0.0601334486932644
X.g__Ohtaekwangia	Treatment	 	0.0161494965695313	0.00702517016129874	49	7	0.0261089155157529	0.0607474368972099
X.f__Xanthobacteraceae	Treatment	 	0.018932159964966	0.00825631496777528	49	49	0.0264655640450632	0.0613328944536385
X.o__Micavibrionales	Time_Point	Summer	0.00800803722217467	0.00350788720591107	49	8	0.027107692825267	0.0613515064694439
X.g__Phenylobacterium	Time_Point	Summer	0.0152874395227658	0.00668033093208482	49	47	0.0267555284179305	0.0613515064694439
X.g__Silvanigrella	Treatment	 	-0.00580612875992987	0.00254558108645433	49	16	0.0272354238839329	0.0613515064694439
X.g__Ilumatobacter	Treatment	 	0.00380394180891354	0.00166753945796489	49	5	0.0272159322841292	0.0613515064694439
X.g__SH3.11	Treatment	 	0.00382456175630847	0.00167770509055137	49	5	0.0273140268528346	0.0613515064694439
X.f__Gemmatimonadaceae	Treatment	 	0.0161795039774286	0.00708694104601433	49	30	0.0270990122998352	0.0613515064694439
X.g__Heliimonas	Time_Point	Summer	0.0127675276286664	0.00560048412609624	49	22	0.0273089157192651	0.0613515064694439
X.g__Arenimonas	Time_Point	Summer	0.0118843530922668	0.0052063641438071	49	11	0.027120910228051	0.0613515064694439
X.g__Pedosphaera	Treatment	 	0.0128797061204667	0.00566471623157092	49	28	0.0276992029282582	0.0619782931421563
X.f__Sphingobacteriaceae	Time_Point	Summer	0.00573723775382424	0.00253517657015033	49	6	0.0283966754144819	0.0632964062673948
X.g__Flavitalea	Treatment	 	0.0110626006293954	0.00490616149716015	49	6	0.0289468562318887	0.064277429807692
X.g__Zavarzinella	Treatment	 	0.00491336009817702	0.002200617583512	49	5	0.0304757835571506	0.0674161272627876
X.g__MND1	Time_Point	Summer	0.0153720146954941	0.0069033426235108	49	15	0.0309004744132058	0.0680976492728761
X.g__Pla4_lineage	Time_Point	Summer	0.00417856143762008	0.00189642536467283	49	6	0.03261341001564	0.0716023738689239
X.g__Anaeromyxobacter	Time_Point	Summer	-0.00684965756670004	0.00317587543210638	49	20	0.0362837045882357	0.0793621104102234
X.g__Edaphobaculum	Time_Point	Summer	0.0121317700624328	0.00563148361200409	49	47	0.0364906070488709	0.0795168452109723
X.g__CL500.29_marine_group	Time_Point	Summer	0.00943464541276253	0.0043896972797879	49	12	0.0369077220557155	0.0801268017863862
X.g__Dactylosporangium	Time_Point	Summer	0.00900000858873666	0.00422285110053765	49	18	0.0384430034173147	0.0831507925767103
X.g__Inquilinus	Treatment	 	-0.00968792630098284	0.00461161183602162	49	43	0.041171194948735	0.0887014723772041
X.g__possible_genus_04	Time_Point	Summer	0.0117870982097143	0.00561707957761907	49	13	0.0413863561153009	0.0887014723772041
X.g__OM190	Time_Point	Summer	0.0128260051182115	0.00611463496182455	49	11	0.0414649006146862	0.0887014723772041
X.g__Candidatus_Xiphinematobacter	Treatment	 	-0.0137959621741836	0.00661803306053172	49	37	0.0426850512106929	0.0909783573249806
X.g__KD3.10	Treatment	 	-0.00519480443473995	0.00250666464808501	49	13	0.0438598966942579	0.0927880357576981
X.f__Anaerolineaceae	Time_Point	Summer	0.0215445690429994	0.0104098949669035	49	11	0.0441307327371145	0.0927880357576981
X.g__DEV008	Time_Point	Summer	0.00860925527437599	0.00415505662204989	49	11	0.0438991047760853	0.0927880357576981
X.g__Turneriella	Treatment	 	0.00448954890970678	0.00216967459255798	49	5	0.0441696471586303	0.0927880357576981
X.f__Chitinophagaceae	Time_Point	Summer	0.0208490982065306	0.0101274651509434	49	41	0.0452150108055428	0.0946436068474444
X.g__AKYH767	Time_Point	Summer	0.0181944642134239	0.00888952987695199	49	28	0.0464230467847067	0.0968252118652454
X.g__Subgroup_7	Treatment	 	0.0284177172667509	0.01392159722773	49	10	0.0469849052672595	0.0976483440429877
X.f__Steroidobacteraceae	Time_Point	Summer	0.00512358800409125	0.00251922515888089	49	8	0.0477633411367795	0.0989141532761676
X.g__WC3.116	Time_Point	Summer	0.00328457409819371	0.00162673340021358	49	5	0.0493242956164846	0.101785825583134
X.g__Chthonomonadales	Time_Point	Summer	0.0121444291247034	0.0060203216816684	49	9	0.049527819982452	0.101812584399026
X.g__Roseimicrobium	Time_Point	Summer	0.00330077686838573	0.00163746821015778	49	5	0.0496859358796616	0.101812584399026
X.g__Tahibacter	Time_Point	Summer	0.00963316032563839	0.00479291358501335	49	6	0.0503305788953065	0.102772930331675
X.g__Acidipila	Time_Point	Summer	-0.0292790054346602	0.0146553226155219	49	49	0.0516668031387678	0.105133843320698
X.p__Desulfobacterota	Treatment	 	0.00672029542859847	0.0033780746577441	49	5	0.0526237917896946	0.106709355573547
X.f__Nitrosomonadaceae	Time_Point	Summer	0.00666515834860075	0.00335787903722734	49	13	0.0531342065320454	0.107001298671429
X.g__Sphingobium	Time_Point	Summer	0.00911159526528239	0.00458855573497536	49	11	0.0530433005417389	0.107001298671429
X.g__GOUTA6	Time_Point	Summer	0.00675534802656016	0.00342321867720813	49	11	0.0544762228165427	0.109326852662752
X.g__PB19	Time_Point	Summer	0.00383169872625154	0.00194777048918255	49	5	0.0552053782800018	0.110410756560004
X.g__Pseudorhodobacter	Time_Point	Summer	0.0187218168403786	0.00954638626256092	49	12	0.055932495042935	0.111483198310833
X.p__Armatimonadota	Time_Point	Summer	0.0127770764444732	0.00652610181953189	49	11	0.0563304787053291	0.111894556339837
X.g__Candidatus_Captivus	Time_Point	Summer	-0.00308868457106739	0.00158374819842753	49	5	0.0572569905971162	0.112978723524071
X.g__Edaphobacter	Treatment	 	-0.0157077130353266	0.00805869173489164	49	47	0.0573887632156389	0.112978723524071
X.g__Rhodanobacter	Treatment	 	-0.0156268431170701	0.00801947299028474	49	41	0.0574566453538509	0.112978723524071
X.f__Magnetospirillaceae	Treatment	 	-0.00913172303263129	0.00470771269121356	49	22	0.0585577671628607	0.114757503433257
X.g__Ohtaekwangia	Time_Point	Summer	0.0138424256310268	0.0071452672396539	49	7	0.0588649865646029	0.114973753022502
X.g__0319.6G20	Time_Point	Summer	-0.0110694747165376	0.0057285758968464	49	44	0.0594910066677675	0.115809159646587
X.g__Vermiphilaceae	Treatment	 	-0.00673736599179592	0.00350051916723389	49	18	0.0604676290247403	0.117319253655974
X.g__Chryseolinea	Time_Point	Summer	0.0109963993279442	0.00573725741125005	49	12	0.0615051343996388	0.118937081090692
X.g__Phaselicystis	Time_Point	Summer	-0.00592634836575188	0.00311789179039907	49	10	0.0636106877924446	0.121932934446433
X.g__Flavitalea	Time_Point	Summer	0.00948222911091037	0.00499003358114089	49	6	0.0636807277502778	0.121932934446433
X.g__Escherichia.Shigella	Time_Point	Summer	0.00659009461286506	0.00346789820559743	49	12	0.0636699494593937	0.121932934446433
X.f__Opitutaceae	Time_Point	Summer	-0.0151111194569363	0.00797884252041153	49	43	0.0645368600542951	0.123168386508851
X.g__Pandoraea	Treatment	 	-0.00992343092152879	0.0052576770273954	49	38	0.0654229258875289	0.123707093276095
X.f__Verrucomicrobiaceae	Time_Point	Summer	0.00409441839226915	0.00216958806826996	49	5	0.0654546092847834	0.123707093276095
X.g__Gemmatimonas	Time_Point	Summer	0.0085947073121735	0.00455232046860295	49	21	0.0653450768690369	0.123707093276095
X.c__Alphaproteobacteria	Treatment	 	0.00791668274365942	0.00422250390131942	49	46	0.0671665149696362	0.126126188881889
X.g__KD3.10	Time_Point	Summer	0.0047802158457226	0.00254951672052442	49	13	0.0671565227143548	0.126126188881889
X.g__Burkholderia.Caballeronia.Paraburkholderia	Treatment	 	-0.0195100138076338	0.0104571103257588	49	48	0.0684652872147634	0.127221847090921
X.g__Polaromonas	Time_Point	Summer	0.00482173600710448	0.00258548604228918	49	7	0.0685787208994955	0.127221847090921
X.g__Pedomicrobium	Time_Point	Summer	0.011444699863015	0.00614280247412332	49	9	0.0688392186313888	0.127221847090921
X.f__Solirubrobacteraceae	Treatment	 	-0.00794206369301064	0.004260265971282	49	42	0.0686799151744561	0.127221847090921
X.g__Pseudomonas	Treatment	 	0.00422246864263583	0.00226399823406316	49	7	0.068560826328741	0.127221847090921
X.f__Beijerinckiaceae	Time_Point	Summer	-0.00888946891670983	0.00479825642692097	49	27	0.0703553328594143	0.129206020094019
X.g__Telmatocola	Treatment	 	0.00829503306600521	0.00447654273227632	49	5	0.070303541348561	0.129206020094019
X.o__Armatimonadales	Time_Point	Summer	0.00672642476063515	0.00363693141200647	49	6	0.0708199339101278	0.129651540449889
X.g__Subgroup_10	Time_Point	Summer	0.0187595388407538	0.0101706068794287	49	13	0.0715574447216915	0.130592336617087
X.g__Afipia	Time_Point	Summer	0.0101882676835388	0.00553497526044077	49	17	0.0721199772772628	0.131208930622808
X.f__Beijerinckiaceae	Treatment	 	-0.00867058765836797	0.0047176077179582	49	27	0.0725372027770108	0.131558156589361
X.g__Fimbriimonas	Treatment	 	0.00832922857610423	0.00454193965375247	49	5	0.0731505767505617	0.132259866322997
X.g__Steroidobacter	Time_Point	Summer	0.00677093881354452	0.00369963900407332	49	13	0.0737096192561597	0.132859313720979
X.f__Gimesiaceae	Time_Point	Summer	-0.0109905463670326	0.00605911435978699	49	42	0.0762211396548169	0.136963524795117
X.g__RCP2.54	Treatment	 	-0.0297437047117524	0.016438764526031	49	48	0.0769317461268264	0.137405886039747
X.f__Vicinamibacteraceae	Treatment	 	0.00988326612735722	0.00546690669478802	49	5	0.0771731688716386	0.137405886039747
X.g__Roseisolibacter	Time_Point	Summer	-0.00492356396356121	0.00272138523267468	49	7	0.0769556191560871	0.137405886039747
X.g__Subgroup_13	Treatment	 	-0.00991924858680036	0.0055211898721513	49	33	0.0789707931309407	0.140153008308869
X.f__Spirosomaceae	Time_Point	Summer	0.00791480429623449	0.00440891300923302	49	10	0.0791960492156282	0.140153008308869
X.g__Massilia	Time_Point	Summer	0.00505155670077	0.00282925563594836	49	12	0.0807786423653017	0.142521834263856
X.g__Ellin517	Time_Point	Summer	0.0132217899556816	0.00744721985114209	49	14	0.0824481467468938	0.145029270181283
X.o__Rhizobiales	Time_Point	Summer	0.0139743365423896	0.00792935631329269	49	12	0.084653166870577	0.148460809166417
X.g__FCPU453	Time_Point	Summer	0.00415983110894576	0.00237756468134988	49	10	0.0868532802451038	0.151863220548325
X.f__Diplorickettsiaceae	Treatment	 	-0.00977572934305283	0.00560140635805817	49	45	0.087622751818127	0.152729960051188
X.g__Turneriella	Time_Point	Summer	0.00384818477974868	0.00220676573392038	49	5	0.0878720318102728	0.152729960051188
X.g__AD3	Treatment	 	0.0100142715710087	0.00577870508519771	49	23	0.0898025459352378	0.155622216101421
X.g__RCP2.54	Time_Point	Summer	-0.0287232906796836	0.0167197894045771	49	48	0.0925364266319813	0.159885423529814
X.g__Acetobacteraceae	Treatment	 	-0.00619551844828442	0.0036209914768023	49	18	0.0938175798163288	0.160483440554677
X.g__Acidiphilium	Treatment	 	-0.00604624345710855	0.00353094782252809	49	10	0.0935653330193911	0.160483440554677
X.g__WPS.2	Time_Point	Summer	-0.01452496584637	0.00849222306799047	49	49	0.0939323431380175	0.160483440554677
X.g__Acidipila	Treatment	 	-0.0246411051666587	0.0144089971290924	49	49	0.0939817408727734	0.160483440554677
X.g__Haliangium	Time_Point	Summer	0.0115645510210865	0.00679538309504721	49	29	0.0955386841282984	0.161829573206572
X.g__Lineage_IIa	Time_Point	Summer	0.00652862116140942	0.00383142126532603	49	12	0.095134257993711	0.161829573206572
X.g__Nevskia	Treatment	 	-0.00820619803141192	0.00482293936100235	49	31	0.0956013745826493	0.161829573206572
X.g__Armatimonadales	Time_Point	Summer	-0.014282224059654	0.00849678687895493	49	48	0.0995618811822116	0.168046643382692
X.g__Mycobacterium	Time_Point	Summer	-0.00986304932731834	0.00590595282674409	49	48	0.10170777896448	0.171173898891228
X.g__CWT_CU03.E12	Time_Point	Summer	-0.00887057237868847	0.00535264468447836	49	44	0.104278483643514	0.174920637972077
X.g__Candidatus_Endonucleariobacter	Time_Point	Summer	0.0052413495023772	0.00316510511972278	49	7	0.104533052486738	0.174920637972077
X.g__Chthoniobacter	Treatment	 	0.00824939388158024	0.00498723050162033	49	45	0.104915508887067	0.175059020542992
X.g__Undibacterium	Time_Point	Summer	-0.0047075524279868	0.00284854393024831	49	8	0.105219221379179	0.175065599103818
X.g__Opitutus	Time_Point	Summer	0.0068229590200412	0.0041391369349384	49	25	0.106084718315876	0.176004191751339
X.g__37.13	Treatment	 	-0.00918804332572809	0.00558767107593278	49	46	0.106923576728536	0.176893396060807
X.f__Blastocatellaceae	Time_Point	Summer	0.0149912307290048	0.00912685926948936	49	10	0.107297765295578	0.177011002634512
X.g__Asticcacaulis	Time_Point	Summer	0.00785317304034396	0.00480461897251519	49	13	0.1089790648967	0.179278236337106
X.g__Kapabacteriales	Time_Point	Summer	0.00965537084089428	0.00591799343867825	49	23	0.109607437287841	0.179805458921627
X.g__Dinghuibacter	Treatment	 	-0.00773406765459866	0.00474935985581762	49	17	0.110261409014658	0.180371604662633
X.g__Sphingopyxis	Time_Point	Summer	0.00430178756915226	0.00264928069318925	49	10	0.1112616227438	0.181499406934021
X.f__Micavibrionaceae	Treatment	 	0.00515551207946958	0.00318091464395724	49	5	0.111904087145571	0.182038960704773
X.g__Omnitrophales	Treatment	 	-0.0109371562409474	0.00680344126368969	49	17	0.11476781909201	0.186178906527038
X.g__Babeliales	Time_Point	Summer	-0.00428894266595314	0.00269408338702634	49	6	0.118237408484969	0.191276029238842
X.f__Pirellulaceae	Time_Point	Summer	0.00922555947669253	0.00582979471327273	49	49	0.120391107670255	0.194222118451461
X.g__Cerasicoccus	Treatment	 	-0.00266647392481361	0.00170611609245733	49	5	0.124932443194313	0.20093276399597
X.g__Telmatocola	Time_Point	Summer	0.00711002834229018	0.00455307037373333	49	5	0.125238914545433	0.20093276399597
X.g__Fimbriimonas	Time_Point	Summer	0.00713933877951791	0.00461958527228654	49	5	0.129090093700756	0.20654414992121
X.g__Candidatus_Paracaedibacter	Treatment	 	-0.00481096301788751	0.00311989090103796	49	17	0.129918459606009	0.207301585819424
X.c__Alphaproteobacteria	Time_Point	Summer	0.00658869782309011	0.00429468868407178	49	46	0.131842548615159	0.209228392367535
X.g__P3OB.42	Time_Point	Summer	0.00387567168734356	0.00252482859166426	49	9	0.131628139313961	0.209228392367535
X.g__WD260	Time_Point	Summer	0.0212859173731545	0.0138955823312157	49	49	0.132409109380105	0.209558048449813
X.o__Armatimonadales	Treatment	 	0.005460037773002	0.00357580216069785	49	6	0.133623092156229	0.210907799511453
X.f__Vicinamibacteraceae	Time_Point	Summer	0.00847137096630618	0.00556036486115404	49	5	0.134472617428934	0.211676572987865
X.g__Edaphobacter	Time_Point	Summer	-0.0124141512156566	0.00819645712854104	49	47	0.136721649155131	0.214638287920958
X.f__Pedosphaeraceae	Treatment	 	-0.0142155027384944	0.00949458611846763	49	49	0.14116634088125	0.221021831299329
X.g__NS9_marine_group	Time_Point	Summer	0.00300322175919299	0.00204090183099502	49	6	0.147960015662873	0.231039168842562
X.f__Neisseriaceae	Treatment	 	-0.00371675015933478	0.00253099001299585	49	11	0.148774967186929	0.231692215565778
X.g__OM27_clade	Time_Point	Summer	0.00716693001974371	0.00488933686920221	49	10	0.149497748702691	0.232198630963754
X.p__Patescibacteria	Treatment	 	0.00535894448409445	0.00367905859301032	49	14	0.152017206447968	0.234862562342893
X.f__Solimonadaceae	Time_Point	Summer	0.00555385109618405	0.00381225667083664	49	13	0.151953061371797	0.234862562342893
X.g__Fimbriiglobus	Time_Point	Summer	0.00708992733640175	0.00491463664090903	49	18	0.155904045535098	0.24023209127308
X.g__11.24	Treatment	 	0.00710926348832389	0.00494286293914431	49	7	0.157121373683129	0.241470742713019
X.g__Candidatus_Xiphinematobacter	Time_Point	Summer	-0.00953848630206679	0.00673117002615374	49	37	0.163202373584121	0.250157968958338
X.g__67.14	Time_Point	Summer	0.00590750968942899	0.00419080321045232	49	31	0.165372414886559	0.252465249201456
X.g__vadinHA49	Treatment	 	0.0144788841317826	0.0102763161920432	49	44	0.165572243911229	0.252465249201456
X.c__Thermoplasmata	Time_Point	Summer	-0.00986999411772183	0.0070431980427718	49	22	0.167820149394975	0.255071774706606
X.g__11.24	Time_Point	Summer	0.0070394356658441	0.00502736244365047	49	7	0.168155193941855	0.255071774706606
X.g__Rickettsiella	Time_Point	Summer	0.00336633780995959	0.00243144905531181	49	6	0.172885464554375	0.261567645854287
X.f__Solirubrobacteraceae	Time_Point	Summer	-0.00597100227789734	0.00433309630626598	49	42	0.174870284684782	0.263886941229749
X.g__Pirellula	Time_Point	Summer	0.0083872304574262	0.00609589675472316	49	10	0.175520744740751	0.264185863218038
X.o__Gaiellales	Treatment	 	0.00434190646729817	0.0031609312398739	49	24	0.176218548853429	0.264554325270957
